filepath,filename,main_category,sub_category,brand
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike Kids\8068424.387361.jpg,8068424.387361.jpg,Shoes,Sneakers and Athletic Shoes,Nike Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Bloch\7811553.3.jpg,7811553.3.jpg,Shoes,Sneakers and Athletic Shoes,Bloch
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Ariat\7342784.3.jpg,7342784.3.jpg,Shoes,Sneakers and Athletic Shoes,Ariat
images\ut-zap50k\Shoes\Heels\Bloch\7969266.632.jpg,7969266.632.jpg,Shoes,Heels,Bloch
images\ut-zap50k\Sandals\Flat\Chaco\7222238.3.jpg,7222238.3.jpg,Sandals,Flat,Chaco
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\New Balance Kids\7886486.14.jpg,7886486.14.jpg,Shoes,Sneakers and Athletic Shoes,New Balance Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Lakai\8060501.275.jpg,8060501.275.jpg,Shoes,Sneakers and Athletic Shoes,Lakai
images\ut-zap50k\Shoes\Oxfords\Giorgio Brutini\8125575.3.jpg,8125575.3.jpg,Shoes,Oxfords,Giorgio Brutini
images\ut-zap50k\Sandals\Flat\Onex\8102611.552.jpg,8102611.552.jpg,Sandals,Flat,Onex
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike Kids\7796458.320239.jpg,7796458.320239.jpg,Shoes,Sneakers and Athletic Shoes,Nike Kids
images\ut-zap50k\Shoes\Flats\Bloch Kids\7709400.3.jpg,7709400.3.jpg,Shoes,Flats,Bloch Kids
images\ut-zap50k\Shoes\Clogs and Mules\Crocs\7153812.9.jpg,7153812.9.jpg,Shoes,Clogs and Mules,Crocs
images\ut-zap50k\Shoes\Heels\Stuart Weitzman\8031480.21191.jpg,8031480.21191.jpg,Shoes,Heels,Stuart Weitzman
images\ut-zap50k\Boots\Knee High\Stuart Weitzman\7998859.82.jpg,7998859.82.jpg,Boots,Knee High,Stuart Weitzman
images\ut-zap50k\Boots\Ankle\Scarpa\7396941.141058.jpg,7396941.141058.jpg,Boots,Ankle,Scarpa
images\ut-zap50k\Boots\Ankle\DV by Dolce Vita\8047177.3.jpg,8047177.3.jpg,Boots,Ankle,DV by Dolce Vita
images\ut-zap50k\Sandals\Flat\Propet\8077071.18332.jpg,8077071.18332.jpg,Sandals,Flat,Propet
images\ut-zap50k\Shoes\Flats\Naturalizer\7439193.72.jpg,7439193.72.jpg,Shoes,Flats,Naturalizer
images\ut-zap50k\Boots\Mid-Calf\Enzo Angiolini\8036457.478.jpg,8036457.478.jpg,Boots,Mid-Calf,Enzo Angiolini
images\ut-zap50k\Boots\Ankle\Salvatore Ferragamo\7876564.5291.jpg,7876564.5291.jpg,Boots,Ankle,Salvatore Ferragamo
images\ut-zap50k\Boots\Ankle\Mountrek\8008036.14.jpg,8008036.14.jpg,Boots,Ankle,Mountrek
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\PUMA\7903963.330890.jpg,7903963.330890.jpg,Shoes,Sneakers and Athletic Shoes,PUMA
images\ut-zap50k\Shoes\Flats\Me Too Kids\8017829.183092.jpg,8017829.183092.jpg,Shoes,Flats,Me Too Kids
images\ut-zap50k\Boots\Knee High\Gabriella Rocha\7836592.3.jpg,7836592.3.jpg,Boots,Knee High,Gabriella Rocha
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Macbeth\8079629.392272.jpg,8079629.392272.jpg,Shoes,Sneakers and Athletic Shoes,Macbeth
images\ut-zap50k\Sandals\Flat\Birkenstock\7750078.208913.jpg,7750078.208913.jpg,Sandals,Flat,Birkenstock
images\ut-zap50k\Boots\Mid-Calf\Polo Ralph Lauren\8073083.389906.jpg,8073083.389906.jpg,Boots,Mid-Calf,Polo Ralph Lauren
images\ut-zap50k\Shoes\Flats\Kate Spade New York\8009676.235182.jpg,8009676.235182.jpg,Shoes,Flats,Kate Spade New York
images\ut-zap50k\Shoes\Loafers\Paul Smith\7887026.109291.jpg,7887026.109291.jpg,Shoes,Loafers,Paul Smith
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas Running\7879310.356093.jpg,7879310.356093.jpg,Shoes,Sneakers and Athletic Shoes,adidas Running
images\ut-zap50k\Boots\Ankle\Corso Como\8105604.376628.jpg,8105604.376628.jpg,Boots,Ankle,Corso Como
images\ut-zap50k\Shoes\Heels\Stuart Weitzman\7999491.38010.jpg,7999491.38010.jpg,Shoes,Heels,Stuart Weitzman
images\ut-zap50k\Shoes\Prewalker\pediped\7523874.3.jpg,7523874.3.jpg,Shoes,Prewalker,pediped
images\ut-zap50k\Shoes\Firstwalker\Jumping Jacks Kids\7900998.904.jpg,7900998.904.jpg,Shoes,Firstwalker,Jumping Jacks Kids
images\ut-zap50k\Shoes\Firstwalker\pediped\7902200.14.jpg,7902200.14.jpg,Shoes,Firstwalker,pediped
images\ut-zap50k\Shoes\Oxfords\Johnston & Murphy\7145735.116103.jpg,7145735.116103.jpg,Shoes,Oxfords,Johnston & Murphy
images\ut-zap50k\Shoes\Heels\Salvatore Ferragamo\7688381.5273.jpg,7688381.5273.jpg,Shoes,Heels,Salvatore Ferragamo
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Mephisto\7752720.276524.jpg,7752720.276524.jpg,Shoes,Sneakers and Athletic Shoes,Mephisto
images\ut-zap50k\Boots\Ankle\Chinese Laundry\8029073.3.jpg,8029073.3.jpg,Boots,Ankle,Chinese Laundry
images\ut-zap50k\Shoes\Heels\Steve Madden\8081058.19.jpg,8081058.19.jpg,Shoes,Heels,Steve Madden
images\ut-zap50k\Sandals\Flat\Reef Kids\7726153.15460.jpg,7726153.15460.jpg,Sandals,Flat,Reef Kids
images\ut-zap50k\Boots\Knee High\Call it SPRING\8060273.6.jpg,8060273.6.jpg,Boots,Knee High,Call it SPRING
images\ut-zap50k\Shoes\Heels\Rockport\7996594.1394.jpg,7996594.1394.jpg,Shoes,Heels,Rockport
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Dansko\8081317.947.jpg,8081317.947.jpg,Shoes,Sneakers and Athletic Shoes,Dansko
images\ut-zap50k\Shoes\Flats\El Naturalista\7929800.99374.jpg,7929800.99374.jpg,Shoes,Flats,El Naturalista
images\ut-zap50k\Shoes\Loafers\Mezlan\8030791.184651.jpg,8030791.184651.jpg,Shoes,Loafers,Mezlan
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\SKECHERS KIDS\8053085.380446.jpg,8053085.380446.jpg,Shoes,Sneakers and Athletic Shoes,SKECHERS KIDS
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\7873364.367087.jpg,7873364.367087.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Shoes\Clogs and Mules\Crocs Kids\7654283.3384.jpg,7654283.3384.jpg,Shoes,Clogs and Mules,Crocs Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Keen Kids\7894160.352463.jpg,7894160.352463.jpg,Shoes,Sneakers and Athletic Shoes,Keen Kids
images\ut-zap50k\Boots\Knee High\Naturalizer\8020119.369880.jpg,8020119.369880.jpg,Boots,Knee High,Naturalizer
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vasque\7604314.222752.jpg,7604314.222752.jpg,Shoes,Sneakers and Athletic Shoes,Vasque
images\ut-zap50k\Boots\Knee High\Aquatalia by Marvin K\8010501.6692.jpg,8010501.6692.jpg,Boots,Knee High,Aquatalia by Marvin K
images\ut-zap50k\Boots\Mid-Calf\Western Chief Kids\7586349.214902.jpg,7586349.214902.jpg,Boots,Mid-Calf,Western Chief Kids
images\ut-zap50k\Boots\Mid-Calf\Hatley Kids\7843103.15117.jpg,7843103.15117.jpg,Boots,Mid-Calf,Hatley Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas\8026288.371531.jpg,8026288.371531.jpg,Shoes,Sneakers and Athletic Shoes,adidas
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Camper\8084054.3.jpg,8084054.3.jpg,Shoes,Sneakers and Athletic Shoes,Camper
images\ut-zap50k\Shoes\Heels\Joan & David\8128587.894.jpg,8128587.894.jpg,Shoes,Heels,Joan & David
images\ut-zap50k\Shoes\Oxfords\Robert Clergerie\7970540.19364.jpg,7970540.19364.jpg,Shoes,Oxfords,Robert Clergerie
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\7926293.20502.jpg,7926293.20502.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Sandals\Flat\Volcom\8095296.3.jpg,8095296.3.jpg,Sandals,Flat,Volcom
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vans\7213526.293798.jpg,7213526.293798.jpg,Shoes,Sneakers and Athletic Shoes,Vans
images\ut-zap50k\Sandals\Flat\Splendid\8120310.144507.jpg,8120310.144507.jpg,Sandals,Flat,Splendid
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Vans\7579608.374555.jpg,7579608.374555.jpg,Shoes,Sneakers and Athletic Shoes,Vans
images\ut-zap50k\Boots\Mid-Calf\El Naturalista\8024616.319735.jpg,8024616.319735.jpg,Boots,Mid-Calf,El Naturalista
images\ut-zap50k\Shoes\Prewalker\Bloch Kids\7827445.179411.jpg,7827445.179411.jpg,Shoes,Prewalker,Bloch Kids
images\ut-zap50k\Shoes\Oxfords\Frye\7594667.301559.jpg,7594667.301559.jpg,Shoes,Oxfords,Frye
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Polo Ralph Lauren\7728905.9.jpg,7728905.9.jpg,Shoes,Sneakers and Athletic Shoes,Polo Ralph Lauren
images\ut-zap50k\Boots\Mid-Calf\Gordon Rush\8049115.3.jpg,8049115.3.jpg,Boots,Mid-Calf,Gordon Rush
images\ut-zap50k\Slippers\Slipper Flats\Cienta Kids Shoes\8029248.8.jpg,8029248.8.jpg,Slippers,Slipper Flats,Cienta Kids Shoes
images\ut-zap50k\Shoes\Loafers\Naot Footwear\7990758.360898.jpg,7990758.360898.jpg,Shoes,Loafers,Naot Footwear
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Patagonia\7892346.326501.jpg,7892346.326501.jpg,Shoes,Sneakers and Athletic Shoes,Patagonia
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\8012855.367131.jpg,8012855.367131.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Sandals\Flat\Propet\8077071.3.jpg,8077071.3.jpg,Sandals,Flat,Propet
images\ut-zap50k\Shoes\Oxfords\Wolverine\107950.1921.jpg,107950.1921.jpg,Shoes,Oxfords,Wolverine
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Sanuk\8057855.6.jpg,8057855.6.jpg,Shoes,Sneakers and Athletic Shoes,Sanuk
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\New Balance\7844484.151.jpg,7844484.151.jpg,Shoes,Sneakers and Athletic Shoes,New Balance
images\ut-zap50k\Boots\Knee High\Madden Girl\8120039.2084.jpg,8120039.2084.jpg,Boots,Knee High,Madden Girl
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas Originals\7289976.355502.jpg,7289976.355502.jpg,Shoes,Sneakers and Athletic Shoes,adidas Originals
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\8067031.386536.jpg,8067031.386536.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Slippers\Slipper Flats\smartdogs\7348103.214133.jpg,7348103.214133.jpg,Slippers,Slipper Flats,smartdogs
images\ut-zap50k\Shoes\Heels\Robert Clergerie\7999967.28285.jpg,7999967.28285.jpg,Shoes,Heels,Robert Clergerie
images\ut-zap50k\Shoes\Oxfords\Kenneth Cole New York\8022137.3.jpg,8022137.3.jpg,Shoes,Oxfords,Kenneth Cole New York
images\ut-zap50k\Boots\Mid-Calf\Frye\101191.238499.jpg,101191.238499.jpg,Boots,Mid-Calf,Frye
images\ut-zap50k\Shoes\Heels\Frye\7970531.301567.jpg,7970531.301567.jpg,Shoes,Heels,Frye
images\ut-zap50k\Slippers\Slipper Flats\smartdogs\8086613.394911.jpg,8086613.394911.jpg,Slippers,Slipper Flats,smartdogs
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Sanuk\7993014.3.jpg,7993014.3.jpg,Shoes,Sneakers and Athletic Shoes,Sanuk
images\ut-zap50k\Shoes\Loafers\Floats by Robert Wayne\8126978.407960.jpg,8126978.407960.jpg,Shoes,Loafers,Floats by Robert Wayne
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Circa\7420528.374400.jpg,7420528.374400.jpg,Shoes,Sneakers and Athletic Shoes,Circa
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\7964428.367106.jpg,7964428.367106.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Boots\Ankle\Roxy\7983960.3.jpg,7983960.3.jpg,Boots,Ankle,Roxy
images\ut-zap50k\Shoes\Flats\Nine West\8025186.4418.jpg,8025186.4418.jpg,Shoes,Flats,Nine West
images\ut-zap50k\Sandals\Flat\Munro American\7928743.14979.jpg,7928743.14979.jpg,Sandals,Flat,Munro American
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\New Balance\8019976.308671.jpg,8019976.308671.jpg,Shoes,Sneakers and Athletic Shoes,New Balance
images\ut-zap50k\Boots\Ankle\Sorel\7244101.31433.jpg,7244101.31433.jpg,Boots,Ankle,Sorel
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\DC Kids\7605805.4766.jpg,7605805.4766.jpg,Shoes,Sneakers and Athletic Shoes,DC Kids
images\ut-zap50k\Shoes\Boat Shoes\Sperry Top-Sider\7212450.380191.jpg,7212450.380191.jpg,Shoes,Boat Shoes,Sperry Top-Sider
images\ut-zap50k\Shoes\Crib Shoes\EMU Australia Kids\7789834.18.jpg,7789834.18.jpg,Shoes,Crib Shoes,EMU Australia Kids
images\ut-zap50k\Shoes\Heels\rsvp\8044130.4751.jpg,8044130.4751.jpg,Shoes,Heels,rsvp
images\ut-zap50k\Sandals\Flat\Jumping Jacks Kids\7902880.330571.jpg,7902880.330571.jpg,Sandals,Flat,Jumping Jacks Kids
images\ut-zap50k\Boots\Mid-Calf\Frye\8003586.239141.jpg,8003586.239141.jpg,Boots,Mid-Calf,Frye
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\New Balance\7765345.9046.jpg,7765345.9046.jpg,Shoes,Sneakers and Athletic Shoes,New Balance
images\ut-zap50k\Shoes\Clogs and Mules\Birki's\107741.6.jpg,107741.6.jpg,Shoes,Clogs and Mules,Birki's
images\ut-zap50k\Sandals\Flat\FitFlop\8060963.3.jpg,8060963.3.jpg,Sandals,Flat,FitFlop
images\ut-zap50k\Shoes\Oxfords\Bass\7616146.278640.jpg,7616146.278640.jpg,Shoes,Oxfords,Bass
images\ut-zap50k\Boots\Mid-Calf\Pazitos\8002727.6.jpg,8002727.6.jpg,Boots,Mid-Calf,Pazitos
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\ASICS Kids\8065059.352214.jpg,8065059.352214.jpg,Shoes,Sneakers and Athletic Shoes,ASICS Kids
images\ut-zap50k\Boots\Ankle\Naturino\7808728.6.jpg,7808728.6.jpg,Boots,Ankle,Naturino
images\ut-zap50k\Boots\Knee High\La Canadienne\7278062.106.jpg,7278062.106.jpg,Boots,Knee High,La Canadienne
images\ut-zap50k\Sandals\Flat\Luichiny\8006050.14.jpg,8006050.14.jpg,Sandals,Flat,Luichiny
images\ut-zap50k\Shoes\Heels\BC Footwear\8015058.302493.jpg,8015058.302493.jpg,Shoes,Heels,BC Footwear
images\ut-zap50k\Shoes\Clogs and Mules\Easy Spirit\8042507.2950.jpg,8042507.2950.jpg,Shoes,Clogs and Mules,Easy Spirit
images\ut-zap50k\Boots\Knee High\Blowfish\8029043.354486.jpg,8029043.354486.jpg,Boots,Knee High,Blowfish
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\adidas Outdoor\7983416.383051.jpg,7983416.383051.jpg,Shoes,Sneakers and Athletic Shoes,adidas Outdoor
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\DC\7246082.15920.jpg,7246082.15920.jpg,Shoes,Sneakers and Athletic Shoes,DC
images\ut-zap50k\Shoes\Boat Shoes\Steve Madden\7926091.6.jpg,7926091.6.jpg,Shoes,Boat Shoes,Steve Madden
images\ut-zap50k\Shoes\Flats\French Sole\8124753.106.jpg,8124753.106.jpg,Shoes,Flats,French Sole
images\ut-zap50k\Shoes\Flats\Primigi Kids\8022059.585.jpg,8022059.585.jpg,Shoes,Flats,Primigi Kids
images\ut-zap50k\Boots\Ankle\Chippewa\8080971.20.jpg,8080971.20.jpg,Boots,Ankle,Chippewa
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\New Balance\106667.751.jpg,106667.751.jpg,Shoes,Sneakers and Athletic Shoes,New Balance
images\ut-zap50k\Sandals\Flat\Born\8070588.388316.jpg,8070588.388316.jpg,Sandals,Flat,Born
images\ut-zap50k\Boots\Ankle\Josef Seibel\8010475.3.jpg,8010475.3.jpg,Boots,Ankle,Josef Seibel
images\ut-zap50k\Shoes\Firstwalker\Kenneth Cole Reaction Kids\7994576.632.jpg,7994576.632.jpg,Shoes,Firstwalker,Kenneth Cole Reaction Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\etnies\7606184.37941.jpg,7606184.37941.jpg,Shoes,Sneakers and Athletic Shoes,etnies
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Globe\7987094.359567.jpg,7987094.359567.jpg,Shoes,Sneakers and Athletic Shoes,Globe
images\ut-zap50k\Shoes\Heels\Fitzwell\7950973.9.jpg,7950973.9.jpg,Shoes,Heels,Fitzwell
images\ut-zap50k\Boots\Mid-Calf\Madden Girl\7535082.38764.jpg,7535082.38764.jpg,Boots,Mid-Calf,Madden Girl
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Polo Ralph Lauren\8072904.72.jpg,8072904.72.jpg,Shoes,Sneakers and Athletic Shoes,Polo Ralph Lauren
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Diadora Kids\7813961.149771.jpg,7813961.149771.jpg,Shoes,Sneakers and Athletic Shoes,Diadora Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\7963990.366977.jpg,7963990.366977.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Shoes\Loafers\Merrell\7460247.327423.jpg,7460247.327423.jpg,Shoes,Loafers,Merrell
images\ut-zap50k\Boots\Mid-Calf\Sorel\7982255.357848.jpg,7982255.357848.jpg,Boots,Mid-Calf,Sorel
images\ut-zap50k\Boots\Mid-Calf\Tundra Boots\8024288.3.jpg,8024288.3.jpg,Boots,Mid-Calf,Tundra Boots
images\ut-zap50k\Boots\Mid-Calf\Durango\8007105.18.jpg,8007105.18.jpg,Boots,Mid-Calf,Durango
images\ut-zap50k\Sandals\Flat\Salvatore Ferragamo\7767381.382905.jpg,7767381.382905.jpg,Sandals,Flat,Salvatore Ferragamo
images\ut-zap50k\Boots\Ankle\John Varvatos\8077296.529.jpg,8077296.529.jpg,Boots,Ankle,John Varvatos
images\ut-zap50k\Shoes\Heels\Gabriella Rocha\8021420.276904.jpg,8021420.276904.jpg,Shoes,Heels,Gabriella Rocha
images\ut-zap50k\Shoes\Heels\Wolky\7849338.106.jpg,7849338.106.jpg,Shoes,Heels,Wolky
images\ut-zap50k\Boots\Mid-Calf\Hunter\7609845.103054.jpg,7609845.103054.jpg,Boots,Mid-Calf,Hunter
images\ut-zap50k\Sandals\Flat\Naot Footwear\7895811.328143.jpg,7895811.328143.jpg,Sandals,Flat,Naot Footwear
images\ut-zap50k\Shoes\Heels\ALDO\8049022.3.jpg,8049022.3.jpg,Shoes,Heels,ALDO
images\ut-zap50k\Shoes\Clogs and Mules\Crocs\7372934.9.jpg,7372934.9.jpg,Shoes,Clogs and Mules,Crocs
images\ut-zap50k\Sandals\Flat\Frye\7915042.3.jpg,7915042.3.jpg,Sandals,Flat,Frye
images\ut-zap50k\Boots\Mid-Calf\Lacoste Kids\8022122.132362.jpg,8022122.132362.jpg,Boots,Mid-Calf,Lacoste Kids
images\ut-zap50k\Shoes\Flats\Rocket Dog\8082593.63699.jpg,8082593.63699.jpg,Shoes,Flats,Rocket Dog
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Marc Jacobs\7999406.30172.jpg,7999406.30172.jpg,Shoes,Sneakers and Athletic Shoes,Marc Jacobs
images\ut-zap50k\Boots\Ankle\Frye\123566.236045.jpg,123566.236045.jpg,Boots,Ankle,Frye
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\New Balance\8088868.147.jpg,8088868.147.jpg,Shoes,Sneakers and Athletic Shoes,New Balance
images\ut-zap50k\Boots\Knee High\Gabriella Rocha\7586611.2529.jpg,7586611.2529.jpg,Boots,Knee High,Gabriella Rocha
images\ut-zap50k\Boots\Knee High\Frye\7594577.377056.jpg,7594577.377056.jpg,Boots,Knee High,Frye
images\ut-zap50k\Sandals\Flat\Scott Hawaii\7823286.18.jpg,7823286.18.jpg,Sandals,Flat,Scott Hawaii
images\ut-zap50k\Boots\Ankle\Lucky Brand\8048120.6.jpg,8048120.6.jpg,Boots,Ankle,Lucky Brand
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Wilson\7885273.755.jpg,7885273.755.jpg,Shoes,Sneakers and Athletic Shoes,Wilson
images\ut-zap50k\Shoes\Flats\Rocket Dog\8029306.372850.jpg,8029306.372850.jpg,Shoes,Flats,Rocket Dog
images\ut-zap50k\Shoes\Clogs and Mules\Birkenstock\7344003.364594.jpg,7344003.364594.jpg,Shoes,Clogs and Mules,Birkenstock
images\ut-zap50k\Shoes\Oxfords\DSQUARED2\8002932.3.jpg,8002932.3.jpg,Shoes,Oxfords,DSQUARED2
images\ut-zap50k\Shoes\Flats\Madden Girl\8039521.20705.jpg,8039521.20705.jpg,Shoes,Flats,Madden Girl
images\ut-zap50k\Shoes\Heels\Lilly Pulitzer\8023083.3.jpg,8023083.3.jpg,Shoes,Heels,Lilly Pulitzer
images\ut-zap50k\Shoes\Clogs and Mules\Cordani\7177403.43599.jpg,7177403.43599.jpg,Shoes,Clogs and Mules,Cordani
images\ut-zap50k\Shoes\Flats\Elephantito\7840507.632.jpg,7840507.632.jpg,Shoes,Flats,Elephantito
images\ut-zap50k\Shoes\Flats\Merrell Kids\7973159.120565.jpg,7973159.120565.jpg,Shoes,Flats,Merrell Kids
images\ut-zap50k\Boots\Ankle\Nine West\8051306.106.jpg,8051306.106.jpg,Boots,Ankle,Nine West
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Lacoste\8074195.325.jpg,8074195.325.jpg,Shoes,Sneakers and Athletic Shoes,Lacoste
images\ut-zap50k\Shoes\Heels\Cole Haan\7879695.245966.jpg,7879695.245966.jpg,Shoes,Heels,Cole Haan
images\ut-zap50k\Shoes\Flats\Primigi Kids\8022911.231.jpg,8022911.231.jpg,Shoes,Flats,Primigi Kids
images\ut-zap50k\Shoes\Heels\Cole Haan\7879695.158095.jpg,7879695.158095.jpg,Shoes,Heels,Cole Haan
images\ut-zap50k\Boots\Knee High\OluKai\7978218.4887.jpg,7978218.4887.jpg,Boots,Knee High,OluKai
images\ut-zap50k\Shoes\Loafers\Born\7819305.3.jpg,7819305.3.jpg,Shoes,Loafers,Born
images\ut-zap50k\Shoes\Heels\Ted Baker\8034027.374349.jpg,8034027.374349.jpg,Shoes,Heels,Ted Baker
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\PUMA\7838304.374721.jpg,7838304.374721.jpg,Shoes,Sneakers and Athletic Shoes,PUMA
images\ut-zap50k\Boots\Ankle\Clarks\7190321.1084.jpg,7190321.1084.jpg,Boots,Ankle,Clarks
images\ut-zap50k\Shoes\Boat Shoes\Sebago\7887985.8013.jpg,7887985.8013.jpg,Shoes,Boat Shoes,Sebago
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\DKNY\7972381.3.jpg,7972381.3.jpg,Shoes,Sneakers and Athletic Shoes,DKNY
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Keen Kids\7801385.294647.jpg,7801385.294647.jpg,Shoes,Sneakers and Athletic Shoes,Keen Kids
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Ipath\8038946.332255.jpg,8038946.332255.jpg,Shoes,Sneakers and Athletic Shoes,Ipath
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Lacoste\8014150.20317.jpg,8014150.20317.jpg,Shoes,Sneakers and Athletic Shoes,Lacoste
images\ut-zap50k\Shoes\Flats\Sam Edelman\7874781.213718.jpg,7874781.213718.jpg,Shoes,Flats,Sam Edelman
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Lakai\7245646.376479.jpg,7245646.376479.jpg,Shoes,Sneakers and Athletic Shoes,Lakai
images\ut-zap50k\Boots\Ankle\Sigerson Morrison\8008163.365902.jpg,8008163.365902.jpg,Boots,Ankle,Sigerson Morrison
images\ut-zap50k\Boots\Ankle\Rieker\8003025.3.jpg,8003025.3.jpg,Boots,Ankle,Rieker
images\ut-zap50k\Shoes\Heels\Stuart Weitzman Bridal & Evening Collection\7886160.273690.jpg,7886160.273690.jpg,Shoes,Heels,Stuart Weitzman Bridal & Evening Collection
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\8013376.367323.jpg,8013376.367323.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Sandals\Flat\Stuart Weitzman Bridal & Evening Collection\7880719.12950.jpg,7880719.12950.jpg,Sandals,Flat,Stuart Weitzman Bridal & Evening Collection
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Cushe\7718860.275.jpg,7718860.275.jpg,Shoes,Sneakers and Athletic Shoes,Cushe
images\ut-zap50k\Boots\Mid-Calf\El Naturalista\8024625.77673.jpg,8024625.77673.jpg,Boots,Mid-Calf,El Naturalista
images\ut-zap50k\Sandals\Flat\Vaneli\7506038.10144.jpg,7506038.10144.jpg,Sandals,Flat,Vaneli
images\ut-zap50k\Sandals\Flat\Vera Bradley\7874857.363223.jpg,7874857.363223.jpg,Sandals,Flat,Vera Bradley
images\ut-zap50k\Shoes\Heels\J-41\7993574.616.jpg,7993574.616.jpg,Shoes,Heels,J-41
images\ut-zap50k\Boots\Knee High\Steven\7386618.654.jpg,7386618.654.jpg,Boots,Knee High,Steven
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Nike\7873374.371456.jpg,7873374.371456.jpg,Shoes,Sneakers and Athletic Shoes,Nike
images\ut-zap50k\Shoes\Flats\Kid Express\7925836.13960.jpg,7925836.13960.jpg,Shoes,Flats,Kid Express
images\ut-zap50k\Shoes\Heels\Oh! Shoes\8013955.367697.jpg,8013955.367697.jpg,Shoes,Heels,Oh! Shoes
images\ut-zap50k\Boots\Knee High\Pazitos\8002730.3.jpg,8002730.3.jpg,Boots,Knee High,Pazitos
images\ut-zap50k\Boots\Ankle\Ted Baker\8033999.72.jpg,8033999.72.jpg,Boots,Ankle,Ted Baker
images\ut-zap50k\Shoes\Flats\Pampili\7925098.559.jpg,7925098.559.jpg,Shoes,Flats,Pampili
images\ut-zap50k\Boots\Ankle\Lugz\110232.21549.jpg,110232.21549.jpg,Boots,Ankle,Lugz
images\ut-zap50k\Shoes\Sneakers and Athletic Shoes\Chaco\7983184.123538.jpg,7983184.123538.jpg,Shoes,Sneakers and Athletic Shoes,Chaco
images\ut-zap50k\Shoes\Heels\Cole Haan\7879684.3.jpg,7879684.3.jpg,Shoes,Heels,Cole Haan
